x,y,r,g,b,hex
14,46,3,3,3,#ffffff
15,46,3,3,3,#ffffff
16,46,3,3,3,#ffffff
17,46,3,3,3,#ffffff
18,46,3,3,3,#ffffff
19,46,3,3,3,#ffffff
20,46,3,3,3,#ffffff
21,46,3,3,3,#ffffff
22,46,3,3,3,#ffffff
23,46,3,3,3,#ffffff
24,46,3,3,3,#ffffff
25,46,3,2,2,#ffaaaa
26,46,3,0,0,#ff0000
27,46,3,0,0,#ff0000
28,46,3,0,0,#ff0000
29,46,3,0,0,#ff0000
30,46,3,0,0,#ff0000
31,46,3,0,0,#ff0000
32,46,3,0,0,#ff0000
33,46,3,0,0,#ff0000
34,46,3,3,3,#ffffff
35,46,3,3,3,#ffffff
36,46,3,3,3,#ffffff
37,46,3,3,3,#ffffff
38,46,3,3,3,#ffffff
39,46,3,3,3,#ffffff
40,46,3,3,3,#ffffff
41,46,3,3,3,#ffffff
42,46,3,3,3,#ffffff
43,46,3,3,3,#ffffff
44,46,3,3,3,#ffffff
45,46,3,3,3,#ffffff
0,47,3,3,3,#ffffff
1,47,3,3,3,#ffffff
2,47,3,3,3,#ffffff
3,47,3,3,3,#ffffff
4,47,3,3,3,#ffffff
5,47,3,3,3,#ffffff
6,47,3,3,3,#ffffff
7,47,3,3,3,#ffffff
8,47,3,3,3,#ffffff
9,47,3,3,3,#ffffff
10,47,3,3,3,#ffffff
11,47,3,3,3,#ffffff
12,47,3,3,3,#ffffff
13,47,3,3,3,#ffffff
14,47,3,3,3,#ffffff
15,47,3,3,3,#ffffff
16,47,3,3,3,#ffffff
17,47,3,3,3,#ffffff
18,47,3,3,3,#ffffff
19,47,3,3,3,#ffffff
20,47,3,3,3,#ffffff
21,47,3,3,3,#ffffff
22,47,3,3,3,#ffffff
23,47,3,3,3,#ffffff
24,47,3,3,3,#ffffff
25,47,3,0,0,#ff0000
26,47,3,0,0,#ff0000
27,47,3,0,0,#ff0000
28,47,3,0,0,#ff0000
29,47,3,0,0,#ff0000
30,47,3,0,0,#ff0000
31,47,3,0,0,#ff0000
32,47,3,0,0,#ff0000
33,47,3,0,0,#ff0000
34,47,3,3,3,#ffffff
35,47,3,3,3,#ffffff
36,47,3,3,3,#ffffff
37,47,3,3,3,#ffffff
38,47,3,3,3,#ffffff
39,47,3,3,3,#ffffff
40,47,3,3,3,#ffffff
41,47,3,3,3,#ffffff
42,47,3,3,3,#ffffff
43,47,3,3,3,#ffffff
44,47,3,3,3,#ffffff
45,47,3,3,3,#ffffff
0,48,3,3,3,#ffffff
1,48,3,3,3,#ffffff
2,48,3,3,3,#ffffff
3,48,3,3,3,#ffffff
4,48,3,3,3,#ffffff
5,48,3,3,3,#ffffff
6,48,3,3,3,#ffffff
7,48,3,3,3,#ffffff
8,48,3,3,3,#ffffff
9,48,3,3,3,#ffffff
10,48,3,3,3,#ffffff
11,48,3,3,3,#ffffff
12,48,3,3,3,#ffffff
13,48,3,3,3,#ffffff
14,48,3,3,3,#ffffff
15,48,3,3,3,#ffffff
16,48,3,3,3,#ffffff
17,48,3,3,3,#ffffff
18,48,3,3,3,#ffffff
19,48,3,3,3,#ffffff
20,48,3,3,3,#ffffff
21,48,3,3,3,#ffffff
22,48,3,3,3,#ffffff
23,48,3,3,3,#ffffff
24,48,3,3,3,#ffffff
25,48,3,3,3,#ffffff
26,48,3,3,3,#ffffff
27,48,3,3,3,#ffffff
28,48,3,3,3,#ffffff
29,48,3,0,0,#ff0000
30,48,3,0,0,#ff0000
31,48,3,3,3,#ffffff
32,48,3,0,0,#ff0000
33,48,3,2,2,#ffaaaa
34,48,3,3,3,#ffffff
35,48,3,3,3,#ffffff
36,48,3,3,3,#ffffff
37,48,3,3,3,#ffffff
38,48,3,3,3,#ffffff
39,48,3,3,3,#ffffff
40,48,3,3,3,#ffffff
41,48,3,3,3,#ffffff
42,48,3,3,3,#ffffff
43,48,3,3,3,#ffffff
44,48,3,3,3,#ffffff
45,48,3,3,3,#ffffff
0,49,3,3,3,#ffffff
1,49,3,3,3,#ffffff
2,49,3,3,3,#ffffff
3,49,3,3,3,#ffffff
4,49,3,3,3,#ffffff
5,49,3,3,3,#ffffff
6,49,3,3,3,#ffffff
7,49,3,3,3,#ffffff
8,49,3,3,3,#ffffff
9,49,3,3,3,#ffffff
10,49,3,3,3,#ffffff
11,49,3,3,3,#ffffff
12,49,3,3,3,#ffffff
13,49,3,3,3,#ffffff
14,49,3,3,3,#ffffff
15,49,3,3,3,#ffffff
16,49,3,3,3,#ffffff
17,49,3,3,3,#ffffff
18,49,3,3,3,#ffffff
19,49,3,3,3,#ffffff
20,49,3,3,3,#ffffff
21,49,3,3,3,#ffffff
22,49,3,3,3,#ffffff
23,49,3,3,3,#ffffff
24,49,3,3,3,#ffffff
25,49,3,3,3,#ffffff
26,49,3,3,3,#ffffff
27,49,3,3,3,#ffffff
28,49,3,0,0,#ff0000
29,49,3,0,0,#ff0000
30,49,3,2,2,#ffaaaa
31,49,3,3,3,#ffffff
32,49,3,0,0,#ff0000
33,49,3,3,3,#ffffff
34,49,3,3,3,#ffffff
35,49,3,3,3,#ffffff
36,49,3,3,3,#ffffff
37,49,3,3,3,#ffffff
38,49,3,3,3,#ffffff
39,49,3,3,3,#ffffff
40,49,3,3,3,#ffffff
41,49,3,3,3,#ffffff
42,49,3,3,3,#ffffff
43,49,3,3,3,#ffffff
44,49,3,3,3,#ffffff
45,49,3,3,3,#ffffff
